"","DZQV_mDC_rep4","925L_mDC_rep2","9JD4_mDC_rep1","G4YW_mDC_rep3","DZQV_NK_rep4","925L_NK_rep2","9JD4_NK_rep1","G4YW_NK_rep3"
"AL360268.1",-0.299392998157319,-0.164390103984635,0.031385962800443,-0.14935300644284,-0.29753786321895,-0.300404321192236,0.0722189741311731,-0.30083485074775
"SLC25A25-AS1",6.39807956950936,6.69301293250886,6.51178550316315,5.95444211555759,6.80657694823209,5.71965025453854,5.72464133899667,5.92972748732902
"PTGES2",8.07388127267861,7.70515548247635,8.36840089319299,7.29007660209443,7.37063091841852,7.60296863026932,7.55926974645504,7.22534184276522
"AL590708.1",0.642607474207442,-0.220915636342602,-0.22246561071869,-0.218294605009454,-0.216631881286812,0.421526850527016,-0.21908451354789,-0.223885011114246
"LCN2",-0.375805082864078,-0.592368325630738,-0.593987480320394,-0.589640129244043,0.550251559574261,-0.594468846602119,-0.590461041893975,-0.595474051789899
"C9orf16",5.74595774441488,6.55211562878566,6.14148443813031,6.63177617698643,5.97961540318628,6.11383975658742,6.34759311288409,6.72577312128678
"CIZ1",8.69519554628129,9.07071497553081,8.70593901185833,9.08596501120993,9.523640951638,9.26062836576457,9.1617618840388,9.48349386299822
"DNM1",3.20736458669718,2.93990237174312,2.17896312334328,3.63788036992374,1.62192427996448,2.62771285369022,3.26395509854727,1.56614260503469
"GOLGA2",7.6135540617181,8.16687182370055,8.07835874617547,7.95622821123569,7.12633444617299,8.14443604785534,7.37600278803109,8.13162796390544
"SWI5",5.81678966959506,5.22214170099191,6.02477102751583,5.25531745292002,5.93873697004795,5.25943953577505,5.51588262957267,5.55821811717176
"TRUB2",8.95968543366276,8.52109505868398,8.78614858765394,8.64772744738667,8.7471204542092,7.98259251250221,8.64850364901045,8.1780976968257
"AL359091.4",2.17194881101813,1.17679933734939,1.64798918128847,2.37859146694359,2.42251975455149,1.3540149949002,1.18228023033919,1.4932223538488
"COQ4",8.46746401810313,7.85223497710999,8.20381332283573,8.46888478252465,8.43690503251031,8.64383518830207,8.27734575944256,8.66316176231009
"SLC27A4",6.88411178809642,7.05166721608795,7.23589004712382,6.99675850739591,7.55271850805828,7.12847438796824,7.1186334131272,6.97441273588718
"URM1",9.43324585392127,8.88545567847349,8.9148237872954,9.09537884857122,8.85728893793805,8.19210844076698,8.3624619143207,8.89670540000467
"AL359091.3",0,0,0,0,0,0,0,0
"AL359091.1",0,0,0,0,0,0,0,0
"CERCAM",5.43263097310756,4.18598257636524,4.09408231882249,3.50775496940731,9.09600719209945,9.04922216850646,6.86860137677379,8.51572105854356
"AL359091.5",0.775667441517939,0.772636515147652,0.416540865706555,0.423681859662435,0.426518130748968,1.63368421338665,0.422332391689834,0.964603981502868
"ODF2",9.00311989735699,9.1569203515251,9.01974168260469,9.2098804347392,9.87992282732705,9.72831089631328,9.71911130811598,9.75762072457231
"ODF2-AS1",-1.2471383922531,-1.247778953052,-1.25225318987121,-1.24072790995707,-1.23654301601005,-1.25363045923146,-1.1212918880192,-0.947132180249199
"GLE1",9.90125223472686,9.70169900579802,9.88395256689533,9.80369488916518,9.85486663203707,10.2844441395725,10.1264075771848,10.3407199872728
"AL356481.1",3.25737045777634,4.66923638300595,3.89044494688164,3.6721852024303,3.91080855324847,4.92885612368505,5.08940824482729,5.30043950722344
"SPTAN1",10.3157321361102,9.71349264558267,9.74198229544867,10.160046592844,11.9205088654975,11.9511160054585,11.4097452875706,11.728598201113
"AL356481.2",2.02667686719637,2.13420560590924,2.56892120783466,2.06664481941612,2.58704543618717,2.09420902121854,2.05357722079274,2.16736880658924
"AL356481.3",-0.912429395125026,-0.912523739629002,-0.913160860079209,-0.909403051911169,-0.580030685584036,-0.913349442215609,-0.485972842094529,-0.913742021605162
"WDR34",5.54261471311134,5.86415721437048,5.6547935632675,5.68928122009498,6.2646500384455,5.8629579511805,6.14331517746774,5.94072776883543
"HMGA1P4",2.64246399817172,3.57924236455807,2.78275702153751,3.20454030308895,2.84594942161959,2.68189162758136,2.4358575291738,2.81975148091398
"SET",12.8104938651279,12.5681093052569,12.5971273805652,12.4764568986394,12.2701521823964,12.2947987256784,12.7262628967249,12.4337052839795
"PKN3",3.34402356586856,2.23782223451678,5.51757900541367,3.92446322447998,5.0668275727057,5.42251066256392,4.74798868971962,4.91514375196649
"ZDHHC12",8.51464287511286,8.00071658073587,8.06798135179321,7.84545376663861,8.08577028201563,7.4050687639077,7.88027139140679,8.245022272874
"AL441992.1",2.61044516211414,2.49376502057139,2.19857741246328,2.95156536187889,3.07708794584173,3.02403647173863,3.47520486670972,2.70884261620845
"ZER1",8.85534269353255,9.01139923978153,9.24652071856624,8.67924766820863,9.6003686930283,10.1207624144785,9.54324558080547,9.97804327626054
"TBC1D13",8.95030515643538,9.12305594880599,8.32294416670021,8.39201530534353,9.83353822450302,9.65721435135044,9.79804268211394,9.76514604854074
"ENDOG",1.34301235462345,2.29048798643502,2.24363770978535,1.1416038096968,1.14702041886295,1.92789645692332,1.13902006381228,2.31840011590971
"SPOUT1",9.05704294400419,9.02752258067163,8.91009688279355,9.39531579108189,9.85766921444368,10.0608759604826,9.44885616951235,10.0336587121402
"KYAT1",7.37770021063057,7.72157773207643,7.91605780997637,7.73614112156067,7.6507349935187,7.14244047766065,6.86210269343149,7.67763603498484
"LRRC8A",7.60583117078118,8.09043400067675,6.70593512288195,7.18261499075922,8.8111281995705,8.85049958938621,8.47309430438629,9.01632713790333
"PHYHD1",4.33522899146484,4.72094260657297,4.50686442560873,3.80809635722343,5.00408850003437,4.32401112281091,3.85929280164111,4.78692715874935
"DOLK",6.6201829621143,7.18425023534638,7.5698230802702,8.02198817967006,7.0548320639818,7.09405665972201,7.11422813823458,7.44700959467446
"NUP188",9.7708937401368,10.4024147227869,10.1896618695763,10.39177914065,9.96175339437801,10.7756430711397,10.5936349465621,10.6461111138639
"AL592211.1",1.20593358396138,0.847603164395126,0.585031589710127,0.614639029514073,0.626307849195823,0.581734663434471,0.609069885898176,0.43135377720936
"SH3GLB2",5.87032097520237,6.70286511621329,5.63591449403532,6.31461556303803,6.55405020784726,6.150870328743,6.48514677251213,6.01349766433677
"MIGA2",9.22839652687045,9.19374089371287,9.46547499449,9.37117029747021,9.96258585978572,10.2012556791516,9.73605146371293,9.84144404857313
"AL592211.2",-0.378430909298839,-0.218617279892956,-0.379551906852059,-0.376916936163061,-0.190339725478712,0.263723117785649,-0.377417725336429,-0.238469567803377
"DOLPP1",8.50533414761308,7.883505007294,7.93082548430866,7.99807203595755,8.45599840786472,7.54416075728727,7.79842784974844,7.71382679080625
"CRAT",8.80169369124989,8.60318345317371,8.68591693432121,9.16636354016506,8.83075530764857,8.70719849907629,7.83979241277257,8.54885505257429
"AL158151.2",-1.42985497011792,-1.2207218499138,-1.43426859550085,-1.31948034735194,-1.42071208216424,-1.43545705914329,-1.42610331919674,-1.43800426252467
"PTPA",10.504378911456,10.0590330272722,10.4281233259224,10.3702609764345,9.88647585909458,10.0214707631194,9.78021734630756,9.91910547248611
"AL158151.4",1.08698528761269,0.981651269832657,0.573383963939248,0.895977116667531,0.580375216977007,1.2127835592278,0.746322997989285,0.712226013633846
"IER5L",-1.76690746868331,-1.76723843496642,-1.7067739170559,-1.7635952873852,-1.76143302769462,-1.77026180332443,-1.76466111154952,-1.70901070359195
"AL158151.3",0,0,0,0,0,0,0,0
"AL158151.1",0,0,0,0,0,0,0,0
"AL161785.2",0,0,0,0,0,0,0,0
"AL161785.3",0,0,0,0,0,0,0,0
"AL161785.1",2.86358891056707,2.85534208611537,2.68628070454625,2.54798156055192,1.22254330636956,1.18660824505163,1.20878596038427,1.18093976367864
"C9orf106",4.02961874088982,0.672811467962992,2.46256813823811,4.24363648255471,0.730956050817072,0.643219356075575,0.69842688430289,0.628495290302869
"AL353803.5",-1.32616105931656,-1.42970927579968,-1.33049731888551,-1.32072633495927,-1.42018359303526,-1.43467010740201,-1.42548032783768,-1.43717266121623
"LINC01503",2.65337989412748,3.63125596229032,3.25485526745029,3.16231293223195,1.23736707901986,1.18183226430374,1.21633832536195,1.17288426193681
"AL353803.2",0,0,0,0,0,0,0,0
"AL353803.1",0,0,0,0,0,0,0,0
"LINC00963",8.24917894653998,7.4142640563014,7.93413288704046,8.51955180490972,6.75470801966705,6.33233327495642,6.15906649142242,6.64722591078864
"AL353803.4",0,0,0,0,0,0,0,0
"AL391056.2",0,0,0,0,0,0,0,0
"AL391056.1",-1.76673553550666,-1.76706287713608,-1.76934931735119,-1.76345962832693,-1.76132104912269,-1.7079643673829,-1.76451377987178,-1.70947284020851
"NTMT1",7.05699326586143,6.52777011200253,6.89501464586339,7.08686022679937,6.66191065576025,6.088107796189,6.8763301737216,6.80499739904151
"C9orf50",0,0,0,0,0,0,0,0
"ASB6",8.52261508504007,8.75571036941811,8.90730575468369,9.12416151827257,9.50320706430295,9.96841189478436,9.61467043862837,9.68560715272075
"AL590369.1",1.7639356997977,1.29837500348085,1.89169025094723,1.80732029444552,1.32485148966264,3.41499626691663,2.97147510393765,2.61590176542069
"PRRX2",0,0,0,0,0,0,0,0
"PRRX2-AS1",0,0,0,0,0,0,0,0
"PTGES",0.237842845684534,-0.377328028400602,0.0158008528789943,-0.375605201288439,-0.374507819968658,-0.378643354249261,-0.376125321785288,-0.234788820507621
"TOR1B",9.29422163723014,8.42565895670328,8.96738705952867,9.22085730815267,9.32609671111273,9.4684174886793,9.41170042335738,9.59440481565853
"TOR1A",10.6036693284969,9.89487337578656,10.2953045806176,10.4093629282644,10.8318954753552,9.97624199821113,10.2710315115382,10.3071789738308
"C9orf78",10.5846158092935,10.4868105374672,10.5418289701825,10.4241769179757,11.3542672357123,10.9600961570919,11.2468731124355,11.3432210967072
"USP20",9.02000953818314,8.24247905250169,9.03929984960844,9.28696081973738,10.5186982820202,10.6503303985837,10.5325318705174,11.0533817416596
"FNBP1",10.8443077701299,11.2879605490861,10.9184030152921,10.7456622179668,10.6360637180446,10.8033587552488,10.5109168451921,10.7637276447261
"AL158207.2",1.59701948468032,1.34422518878453,2.6787105543135,2.0076791823828,1.36937222812432,3.41789867377684,2.25942882566965,2.69148589038385
"AL136141.1",-2.08013492199587,-2.11659195802407,-2.11792745995036,-2.11448731269212,-2.11323817587765,-2.11833855707328,-2.11510303901177,-2.11921965090247
"GPR107",8.65961083302984,8.7176800447643,8.16613177419793,8.68640272766366,8.37164865511174,8.72244901645703,8.6054192488683,8.48984981151104
"GPRACR",0,0,0,0,0,0,0,0
"NCS1",-0.982161816711412,-0.98232308184455,-0.983415324837541,-0.974436323749716,-0.966706188012848,-0.983739694298612,-0.0308367739360389,-0.984416534989094
"HMCN2",0,0,0,0,0,0,0,0
"ASS1",0,0,0,0,0,0,0,0
"FUBP3",8.96637084226905,8.34749840866081,8.6833835614341,8.32597815468346,8.75474015412167,8.87122987994671,8.22902411852014,8.72672728889027
"PRDM12",0,0,0,0,0,0,0,0
"EXOSC2",8.39277919767823,8.16020582155312,7.96030442747832,8.08487579234517,8.52151323456424,7.62217406469511,8.11235821424283,7.96370154838918
"ABL1",8.71731905424054,9.28189605859682,8.81640931315062,8.68685085357547,7.97441535249127,8.45436136961478,8.27070208406032,8.63901459129153
"QRFP",1.21842872412682,0.260787940131255,1.09648564328882,0.642364222702088,0.267097920978523,0.257819783907575,0.263487788524827,0.256401282260249
"FIBCD1",0,0,0,0,0,0,0,0
"AL161733.1",0,0,0,0,0,0,0,0
"LAMC3",-1.76743357164643,-1.76777562992363,-1.64040454786557,-1.76401038600353,-1.76177566040646,-1.77090032335821,-1.76511193016696,-1.77247661421019
"AIF1L",-1.76743357164643,-1.76777562992363,-1.64040454786557,-1.76401038600353,-1.76177566040646,-1.77090032335821,-1.76511193016696,-1.77247661421019
"NUP214",10.0276800115458,9.63298515515293,9.98054896605097,10.0341310019307,10.1049414353612,10.3218038592164,10.0781533085622,10.210589924592
"AL157938.2",5.66386123662187,5.25656153539512,5.53927433939024,6.01216099696978,6.31923354538469,6.57594860673287,6.70659904094308,6.27290284279892
"AL157938.3",4.2378087795333,4.74556269832472,4.63184948415685,5.25303881777726,4.77106830131831,5.37621763186729,4.90414316738051,4.73837282662272
"FAM78A",8.89401360012349,9.06989538336108,8.88820392222453,9.15124387910392,8.94936359030877,9.2221558436015,9.24692537981499,9.16847461917546
"AL157938.4",0,0,0,0,0,0,0,0
"PLPP7",5.71117577076826,5.95083111596188,5.13898338521937,4.97839584575671,4.56060362173227,3.52928168352402,1.8371058122904,3.57083794930321
"PRRC2B",9.99961033877191,10.2516056972382,9.9215756545382,9.73415708098544,10.2407977240474,10.9347416391314,10.728872913208,10.6554768531342
"AL358781.1",0,0,0,0,0,0,0,0
"POMT1",7.91030955690101,7.64511778769925,8.2254093790756,8.32808361298917,9.14617751642079,8.98273993499915,8.85348895730846,8.52869142320985
"AL358781.2",-1.76784518564842,-1.70166957083692,-1.77064577872934,-1.7643351440585,-1.76204371712288,-1.704873546623,-1.76546463752749,-1.77301618453224
"UCK1",7.64122936336649,7.46279179188761,7.81956906890441,7.71330402436815,8.10079868784753,7.92298652178543,7.19250967125663,7.65690190751853
"PRRT1B",-0.638035592466328,-0.638178425660874,-0.639144089529761,0.055467500572471,-0.635499038681325,-0.639430284447842,-0.3011065714367,-0.640026608889179
"RAPGEF1",10.1674111079303,11.0134223521355,9.8798383538362,9.73232916079228,10.061684626449,10.5664577101655,10.0703132756297,10.2172494568547
"AL160271.2",0,0,0,0,0,0,0,0
"MED27",8.8386245500733,7.7871087424886,8.24935399230536,8.13613233831736,8.53715849781343,8.25040361904811,8.1617504470861,8.33174456408879
"NTNG2",2.38138618421073,1.31719559443369,1.30540437391558,1.33663141241503,2.2376488144866,3.30386117667337,2.53266651706883,3.56904995963822
"SETX",11.9645489253973,11.8395358059402,11.7457125970815,11.4013453185764,11.9380198212908,12.5846163054386,12.2690385552013,11.7912474913684
"TTF1",7.15707771923163,6.76949235135963,7.03130834709268,6.80785362098844,7.66572921009158,7.07999146560353,7.24902637558588,7.24767316443816
"CFAP77",-0.423430672947624,-0.423579285072526,0.244786562625777,-0.421874475836279,-0.230240699179354,-0.424881090792786,-0.422389119746664,-0.155590327845172
"BARHL1",0,0,0,0,0,0,0,0
"DDX31",6.87217096764529,6.49102386545684,7.56584942472085,7.18392699084057,7.75500392854163,7.48755127792432,7.0499282118643,7.42464140120563
"GTF3C4",7.37274043783752,6.6305897574587,7.57318243292991,7.48610863921126,6.26194310085728,6.28849908409341,6.1526147671714,7.09920437608737
"AK8",0.747527418421917,0.746689530689474,0.740984550934479,0.756206765154824,2.16698565712559,2.04049491021185,2.16496657922787,0.735707981775241
"AL445645.1",1.16862081610116,0.565687166083318,0.949416648821303,1.1177668762764,0.753975423409022,0.563303480151135,0.877677814546827,0.7027294448653
"SPACA9",3.98598886437381,3.31763539331755,2.86230551106712,4.84320618070449,5.45581056477903,4.77537780850917,3.92023457368881,4.40486787541225
"TSC1",9.9154593551573,10.1756196330702,9.88653902182234,9.78520224218161,10.8003970156796,10.541447440981,10.8136777256046,10.3676181169476
"GFI1B",0.0912563948575839,0.327417711601614,0.312030072725487,0.352836545720075,0.100120468278594,0.307409190335106,1.54908440838129,0.084106140767258
"GTF3C5",9.93250431787503,9.71643292397049,9.39472194981406,9.50720800657105,10.306418205599,9.97498930473943,10.0063731817976,10.2479232746052
"CEL",0,0,0,0,0,0,0,0
"RALGDS",8.47778949917487,9.39017658514516,8.80085289639288,8.0243525186315,11.9603383022994,12.5757279608621,11.7068745490909,12.0360426989368
"GBGT1",6.69713733799746,6.02606054743742,6.09351617473894,6.87108215369024,1.33102461546827,1.56130203381365,1.25229329501078,1.0769786444017
"OBP2B",-2.11575932202168,-2.11592377412541,-2.11707245143874,-2.11411354959647,-2.11303915569872,-2.11742603980082,-2.11464314138565,-2.08699130151776
"ABO",5.52779019230186,5.29864312598875,6.00853771018067,4.39377295410764,3.0689596438501,4.58884765791179,2.04939322829895,1.51348263591538
"SURF6",8.75918485404676,8.89934445966669,8.83517713488649,9.05512794834591,8.75159064454058,8.32700727857717,8.42360528918662,8.69955895382834
"MED22",9.12697313980859,8.79661115932731,9.34775715979749,9.73296923507863,8.84266418939479,8.8563424242772,9.33282071749381,9.39381790385552
"RPL7A",11.4702356990687,11.8334209374691,11.3510162700806,11.38761342086,10.3120436992883,10.3825322570752,10.4697253271781,10.7338637054355
"SURF1",7.59460640241034,7.04989368828941,7.87154794026884,6.91755728630643,6.56813365950434,6.80937717930481,6.5162576375872,6.81685314182939
"SURF2",5.07626024749594,5.90508698471404,6.02779505772119,5.66463820594225,6.25252216064254,6.12324256260475,5.94356933920486,6.06530741437323
"SURF4",11.4512158338966,11.5019679690547,11.2314972311005,11.4383630675955,11.5549355983197,11.8114985160708,11.5523735882099,11.8442162800301
"STKLD1",1.79312848184614,1.52925405118296,2.76473461966379,2.71997437946735,1.56122643085983,3.1860342979484,3.64576394498929,3.14754360391359
"REXO4",6.53398771934231,6.88948815167428,7.86458613295385,5.97362242170395,7.7907629388845,7.96200693672373,6.3054774180672,7.59931532214755
"ADAMTS13",2.58580928345756,1.85239825380548,3.4077114664842,3.71003023747462,3.89881657901228,4.35316651453299,3.86515388536335,4.66672472427141
"CACFD1",7.08194471171845,6.94625112447116,6.68471976579248,7.51286806672978,6.08369123291047,7.42739322380598,5.95533613420934,6.64926247030456
"SLC2A6",10.7298865877318,10.2466233745695,9.96955843612648,10.5557142535813,6.66314474036392,7.87580091480228,7.63863621204026,7.52898369176861
"MYMK",0,0,0,0,0,0,0,0
"ADAMTSL2",-2.11604210437627,-2.11621833400783,-2.08402278945419,-2.11427846705247,-2.1131271285384,-2.11782818709251,-2.11484598649287,-2.11864029770226
"FAM163B",0,0,0,0,0,0,0,0
"AC002101.1",0,0,0,0,0,0,0,0
"DBH",-1.42475963171968,-1.42524070427905,-1.42860093575363,-1.41994524543465,-1.41680231560622,-1.24713969863885,-1.42149446293729,-1.34060439783726
"DBH-AS1",0.494611745779272,0.493925596051945,0.489257279571325,0.501726845584788,2.22329752458797,1.28891407511653,0.499387796968929,1.36364810086701
"SARDH",0.837331567577508,0.835429414389654,0.822361162234679,0.856788084285663,3.35230563251784,1.72875706409087,3.37516489455431,1.54128488914432
"VAV2",8.52605486729609,8.5523219578032,7.72307131772734,8.40628686444278,4.8895378096503,5.70174633133172,5.61244604108268,4.9845303227029
"BRD3OS",6.96577034337324,6.84123436041403,7.24089702882327,7.15533582242723,8.23825744858586,7.87349440235344,8.11270341654326,8.0913926892254
"BRD3",10.7379383900594,10.2630879839703,10.6883201084559,10.8495930805775,10.3969356773695,10.2974667479725,10.5586386465879,10.4699107008093
"AL445931.1",0.248710000156975,0.248428241400583,0.246521589882705,1.20937608992031,0.623295521170525,0.410257988635397,0.439712784823934,0.53543155150069
"BX649632.1",-1.42844893946551,-1.12570802328264,-1.4327046302205,-1.42311519367943,-1.41963321534702,-1.43385056656465,-1.42483153545951,-1.43630662228772
"WDR5",9.12994341651813,8.89092274846141,9.22339912798593,8.9124928999443,7.92209434045396,8.64245854806439,8.35902147028138,8.62680336490424
"BX649601.1",-1.04812439063435,-1.0485462598048,-1.04939111284307,-1.03787643373838,-1.03118635789028,-0.256646141322549,-1.04117411557145,-1.0501486195106
"LINC02247",0,0,0,0,0,0,0,0
"RXRA",9.71087898465414,10.402549124063,9.75437111533409,9.41016078066901,7.5676053508621,8.70125830567306,8.30314286624332,8.08731516175848
"AL669970.1",0,0,0,0,0,0,0,0
"AL669970.3",0,0,0,0,0,0,0,0
"AL669970.2",0,0,0,0,0,0,0,0
"COL5A1",3.45186667679974,1.7911745515831,1.76258425344507,2.74977058589835,1.36721491957998,2.59944610448139,1.35268202531881,2.33063946212962
"COL5A1-AS1",0,0,0,0,0,0,0,0
"AL645768.1",0,0,0,0,0,0,0,0
"FCN2",0.343245782200763,0.340780491535805,0.525539070937748,0.488849702875504,0.0616145377859549,0.0567142581775787,0.0596959575705527,0.0559738963575384
"FCN1",14.0367271896193,14.0688829075672,13.9244689456287,14.0604766244635,6.64843424461773,7.029423530079,7.18467810642484,6.29266252212895
"AL353611.1",1.51380776173205,2.53774733286675,0.872978753335593,1.57225038834281,0.654872213606006,0.632365903598586,0.6462150711626,0.628848314431159
"OLFM1",5.02068809718691,1.30705866379567,5.4660523016376,5.98196568417976,0.915441550243823,0.749582729342686,0.85500904444714,0.720785263959307
"AL390778.1",0,0,0,0,0,0,0,0
"AL390778.2",0,0,0,0,0,0,0,0
"C9orf62",0,0,0,0,0,0,0,0
"AL353615.1",0,0,0,0,0,0,0,0
"PPP1R26-AS1",-0.0446159825546845,-0.0448950963211969,-0.0467855025086992,0.339775807817784,-0.0396802816146099,-0.0473469039993004,1.03186003687131,0.26771248872944
"PPP1R26",6.9435150910393,7.5164157051171,6.15301014850577,6.89872028752788,5.21377043603037,5.38463901194959,5.38780010771248,5.70769121210029
"C9orf116",1.25918709824255,1.25806584001362,2.18333858743469,1.27083677149009,3.165777241555,1.46861201370226,2.2789086715533,3.22986338483799
"MRPS2",8.9898839335301,8.63817454426832,8.66571003543327,8.93131572815235,8.59507925974699,7.48331908013252,7.97180285366103,8.34767512757557
"AL161452.1",0.482416830282372,0.325847880055739,0.59443042492284,0.328372736454272,0.784349626364996,0.875195043643539,0.327610310274033,0.681826602815758
"LCN1",0,0,0,0,0,0,0,0
"OBP2A",0,0,0,0,0,0,0,0
"PAEP",0,0,0,0,0,0,0,0
"LINC01502",0,0,0,0,0,0,0,0
"AL354761.1",0,0,0,0,0,0,0,0
"GLT6D1",0,0,0,0,0,0,0,0
"LCN9",0,0,0,0,0,0,0,0
"SOHLH1",0,0,0,0,0,0,0,0
"KCNT1",0.812356500442248,0.810503593254416,0.79777650286444,0.831315050926554,2.92064802090575,0.793935483465385,2.63626348911505,3.39162302287133
"CAMSAP1",8.2938752433622,8.3535213838914,7.80339578607919,8.19388233394531,7.71672167874517,7.00037088579028,7.57431948072249,6.97410847988891
"AL355574.1",1.7582174819475,3.0898846007847,3.20138555552214,2.80175722073764,2.64132884072304,2.48744038295666,3.20864976052761,2.46224373980803
"UBAC1",8.97732418990253,8.68292110163822,8.75229256459873,8.58530176814949,6.75131257087434,7.63029016024996,6.91662688993013,7.65885473661127
"NACC2",8.47802689612243,8.83654071563385,7.69690168679971,8.24111482180946,7.09813777165666,7.47552345183279,6.90407679280973,7.53210130882927
"LINC02846",0.891546406893647,0.891008281272763,0.887362575574738,0.897160796179088,1.88713306319555,1.87566297867264,1.27065056889621,2.02184488124517
"TMEM250",7.11473454027086,7.91798764895139,7.24732205760369,6.63142843716351,6.26931835071574,7.09900168927834,7.37006951828402,7.54051295343906
"AL138781.1",0,0,0,0,0,0,0,0
"LHX3",0,0,0,0,0,0,0,0
"QSOX2",5.42970267192537,5.14953940512131,4.82931353022581,4.15660522378942,5.23102482521729,4.9021642888393,4.59022691802548,4.8816038973655
"CCDC187",-2.11595013995399,-2.1161225366853,-2.1173267062256,-2.11422486079883,-2.11309856328174,-2.08499789810901,-2.1147800369949,-2.11849182396459
"CR392000.2",0,0,0,0,0,0,0,0
"AC174065.1",0,0,0,0,0,0,0,0
"GPSM1",3.56332129074559,2.19623604979395,3.49103197768237,3.56573599989455,1.57677890860097,1.98104784527909,2.83828269514035,1.76394009434429
"DNLZ",-0.821352899377673,-0.821453696169457,-0.441597605026969,-0.820296372867677,-0.81696676812416,-0.822335913634351,-0.394356512418923,-0.822755391285171
"CARD9",10.6841982336211,10.3816012467435,10.4417582248553,10.9457734822361,5.05120539625765,1.71057649672462,2.24408353441729,4.34306343179189
"SNAPC4",6.98045718718432,6.96711012092169,7.20555915170068,5.44525178296258,5.62906182644805,7.47006876656965,6.46653546660603,6.48842014834784
"ENTR1",6.10701815768483,6.91402169907571,6.13268507279754,6.09208402456357,4.76339004514972,5.67839526068992,6.06992675617662,5.74151431030056
"PMPCA",9.73927467544953,9.79962039117444,9.7915192086061,10.2123825995245,9.85958865650137,9.91283070699031,9.89458868421788,10.159268196848
"INPP5E",6.85668329530321,7.26286493053534,6.04023897928837,6.41216970353603,5.46052821739391,6.81189853575396,6.55054617425183,7.03416372122645
"SEC16A",10.40653607415,10.0399992757558,10.0783420949584,10.2320062161466,10.8989755488323,10.9524080850677,10.809540291098,10.9364869645106
"C9orf163",-1.42827641726948,-1.42877479760454,-1.1492834823425,-1.42328882152516,-1.42003281701931,-1.43332748895768,-1.42489377596084,-1.43562415129658
"NOTCH1",8.89445569596142,8.83668771978423,8.64894341526893,9.03996006725618,10.5844174532328,10.0960423107296,9.58398208690612,9.99893988068965
"AL592301.1",-0.908823403741337,-0.908907068134123,-0.770643795953475,-0.906106187351934,-0.900362070382778,-0.773436545948658,-0.908236308849474,-0.478791355950689
"NALT1",3.30591970854919,3.29836939305046,3.07883291135734,3.53276190833188,4.16856901408847,3.84532501901166,3.18301940733282,3.40117591779592
"AL590226.2",3.5547486314692,2.56938001367679,1.98785527261311,3.04165175466928,5.61145627203903,5.73880383598019,5.32112221503939,5.36989330655983
"AL590226.1",-2.11635432095082,-2.08064571077156,-2.11786553149087,-2.114460289332,-2.1132238267554,-2.11827245745922,-2.11506976824805,-2.11914461136075
"EGFL7",1.23949647533307,1.02311448845693,0.55821696972679,1.5462477881381,0.567852167793798,0.99027183591084,0.563804717651332,0.55586822887717
"AGPAT2",8.89453441662023,8.52211913465438,8.91137208130917,8.52464055786299,6.57883129178867,6.34076219634122,6.05088033260685,7.49047130601662
"DIPK1B",-0.524065612407796,-0.0809163232558678,-0.535833071372552,-0.685575762087544,-0.684706787345424,-0.687979742574781,-0.68598750565402,-0.688474763081504
"SNHG7",4.80063393758319,5.67455346246522,5.57219481458911,5.34716083167448,6.04615935518067,3.86675320554359,4.39146043531312,4.50965434327643
"LCN10",-1.02312275406527,-1.02328851085712,-1.02441200508879,-1.02064268464613,-0.068493328269475,-1.02474593567008,-1.02145908057364,-1.02544314400918
"LCN6",0,0,0,0,0,0,0,0
"LCN8",-0.965193869483545,-1.10748704876546,-1.1111706942977,-1.09912093908158,-1.09415553448756,-1.11130845608274,-1.10156849347339,-0.689590542439993
"LCN15",0,0,0,0,0,0,0,0
"TMEM141",5.32872675084784,5.53550693386401,5.92247213657898,5.89980982603274,5.64462743414299,5.54314902229605,6.1231457564928,6.13939641018786
"CCDC183",3.29382598940684,4.27516068949885,4.94965746626058,4.53225800889798,3.55743919875493,4.97710603936826,5.00102699262246,4.79554273182338
"CCDC183-AS1",3.85643888187533,3.68890922577612,4.75005241209405,3.79187483704276,4.40056397922772,5.16062819121156,4.300386175136,5.38960621109523
"RABL6",6.93176958111667,7.40800306901166,7.00332959425466,6.58220979607343,5.83492049709605,7.13127115621124,6.80333549977267,6.7936137324194
"AJM1",3.48539478457738,2.95413500330209,2.90960545828557,2.82848467707719,3.15748930838552,2.97623507146815,3.08969788991126,3.4179793337993
"PHPT1",6.82186213491465,7.27268261445537,7.15481221185782,7.18144726990734,6.5785707032595,6.41514703486589,6.77155712640075,7.45221724867496
"MAMDC4",6.30472368339666,5.36270542285615,5.81800311913239,7.06299129920855,7.0901666250595,7.28225577631605,5.98922952306148,7.06543502156856
"EDF1",7.95824599000147,8.81087294879308,8.49388980756579,8.599152755682,8.45507266102286,8.32292808314015,8.57231456355607,8.77997892587449
"TRAF2",7.50201384668968,7.97281442533598,7.67552035506471,8.18481126810016,9.4905155570163,8.89311067899217,9.01039057097064,9.02648715505066
"AL807752.5",0.703523796024841,0.703143957035686,1.12687433554559,0.707493937088421,0.71025595432847,1.3171204270521,1.48664119810179,1.5854006487243
"FBXW5",10.7124479441763,11.0575570783793,10.8469331646818,10.8152810046327,11.1106663705226,11.4653772831143,11.407942459114,11.4653536074894
